farm,location,hemp_type,variety,crop_use,plant_density,near_crops,weed management,plot_size,date,evaluation,month,plant,conditions,plant_stage,plant_ height_cm,insect damage,damage_type,tissue_damaged,damage_level,chewing,scraping,boring,mining,rottenbud,hemp_aph,green_aph,other_aph,hlthoppers,fhoppers,blhop,glhop,unk_leafhop_ad,damsell_bug,podisus_m,wheel_bug ,mpiratebugs,miridae_planbugs,tarnished_pb,stink_bugs,whiteflies,unk_hemiptera ,pred_thrips,soybthrip, brown_Thr,yellow_thr,unk_thrips,pink_lb,harm_axy,checker_lb,tiny_lb,unk_lb,lampirids,staphilinids,carabids, fb_altica ,fb_crep,other_fb,unk_herb_ beetles,elaterids,weevils,diabrotica,japanese_b ,crab_spid,jump_spid,sac_spid,orbwev_spid,unk_spiders,harvestmen opiliones,unk_caterp ,tussock moth,arctids,corn_ew,geometridae,hooverfly,leafminer,fruit_flies,gnats,crane_fly,house fly,unk_flies,ants ,parasitic_wasp,bees,lacewings,grasshopper,cricket,otherinsects 
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,8-Sep-22,13,sep,11,Sunny,post-flowering,74.5,1,Chew rotten bud,leaf bud,low,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,8-Sep-22,13,sep,12,Sunny,post-flowering,85.3,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,8-Sep-22,13,sep,13,Sunny,post-flowering,124,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,8-Sep-22,13,sep,14,Sunny,post-flowering,70.5,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,8-Sep-22,13,sep,15,Sunny,post-flowering,98.2,1,Chew,leaf,low,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,1,Sunny,post-flowering,109,1,Chew,leaf,low,1,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,2,Sunny,post-flowering,69,1,Chew,leaf,low,1,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,3,Sunny,post-flowering,109.8,1,Chew,leaf,low,1,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,4,Sunny,post-flowering,96.5,1,Chew,leaf,low,1,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,5,Sunny,post-flowering,99.5,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,6,Sunny,post-flowering,102.5,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,7,Sunny,post-flowering,112,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,8,Sunny,post-flowering,94,1,Chew,leaf,low,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,9,Sunny,post-flowering,82,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,10,Sunny,post-flowering,75.6,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,11,Sunny,post-flowering,88.5,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,12,Sunny,post-flowering,104,1,Chew rotten bud,leaf,low,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,13,Sunny,post-flowering,101,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,14,Sunny,post-flowering,73.5,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazy Moon,Central PA,CBD,Mix Hawaiian Haze and White,CBD,2000,corn,mulching ,0.5,16-Sep-22,14,sep,15,Sunny,post-flowering,88,1,Chew rotten bud,leaf bud,moderate,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping  ,0.5,16-Jun-22,1,jun,1,Sunny,vegetative,34.29,0,NA,NA,NA,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,0,corn,Cover croping  ,0.5,16-Jun-22,1,jun,2,Sunny,vegetative,41.91,1,Scrape,leaf,low,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,3,Sunny,vegetative,38.1,0,NA,NA,NA,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,4,Sunny,vegetative,49.53,0,NA,NA,NA,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,5,Sunny,vegetative,40.64,1,Chew,leaf,low,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,6,Sunny,vegetative,48.26,0,NA,NA,NA,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,7,Sunny,vegetative,30.48,0,NA,NA,NA,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,8,Sunny,vegetative,31.75,0,NA,NA,NA,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,9,Sunny,vegetative,34.29,0,NA,NA,NA,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,10,Sunny,vegetative,41.91,0,NA,NA,NA,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,11,Sunny,vegetative,35.56,0,NA,NA,NA,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,12,Sunny,vegetative,36.83,1,Chew,leaf,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,13,Sunny,vegetative,33.02,0,NA,NA,NA,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,14,Sunny,vegetative,41.91,1,Chew scrape,leaf,low,1,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,16-Jun-22,1,jun,15,Sunny,vegetative,45.72,1,Chew scrape,leaf,low,1,1,0,0,0,41,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,1,Sunny,vegetative,48,0,NA,NA,NA,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,2,Sunny,vegetative,40.7,1,Chew,leaf,low,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,3,Sunny,vegetative,33.9,0,NA,NA,NA,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,4,Sunny,vegetative,31.4,1,Scrape,leaf,low,0,1,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,5,Sunny,vegetative,53.8,1,Chew,leaf,low,1,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,6,Sunny,vegetative,37.1,1,Chew,leaf,low,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,7,Sunny,vegetative,40.4,1,Chew,leaf,low,1,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,8,Sunny,vegetative,47.5,1,Chew,leaf,low,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,9,Sunny,vegetative,43.5,0,NA,NA,NA,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,10,Sunny,vegetative,34.5,1,Chew,leaf,low,1,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,11,Sunny,vegetative,42.5,1,Scrape,leaf,low,0,1,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,12,Sunny,vegetative,33,1,Scrape,leaf,low,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,13,Sunny,vegetative,32.1,1,Chew,leaf,low,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,14,Sunny,vegetative,37,1,Chew,leaf,moderate,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,23-Jun-22,2,jun,15,Sunny,vegetative,39.8,1,Chew scrape,leaf,low moderate,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,30-Jun-22,3,jun,1,Sunny,vegetative,32,1,Scrape,leaf,low,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,30-Jun-22,3,jun,2,Sunny,vegetative,43.5,1,Chew,leaf,low,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,30-Jun-22,3,jun,3,Sunny,vegetative,29.5,0,NA,NA,NA,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,30-Jun-22,3,jun,4,Sunny,vegetative,26,1,Chew,leaf,low,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,30-Jun-22,3,jun,5,Sunny,vegetative,47.3,1,Chew,leaf,low,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,30-Jun-22,3,jun,6,Sunny,vegetative,22.4,1,Chew,leaf,low,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,30-Jun-22,3,jun,7,Sunny,vegetative,42,1,Chew,leaf,moderate,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,30-Jun-22,3,jun,8,Sunny,vegetative,22.1,1,Chew,leaf,low,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaffer Farm,Central PA,CBD,Stormy Daniels,CBD,1433,corn,Cover croping ,0.5,30-Jun-22,3,jun,9,Sunny,vegetative,57.5,1,Chew,leaf,low,1,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
